,date,market_capitalisation,sent_usd,transactions,avg_transaction_value,median_transaction_value,avg_transaction_fee,median_transacation_fee,block_time,block_size,fee,difficulty,hashrate,mining_profitability,active_adresses,top_addresses,tweets,google_trends,price,CHFUSD=X,CL=F,CNY=X,EURUSD=X,GBPUSD=X,GC=F,JPY=X,^DJI,^FTSE,^GSPC,^IXIC
1781,2015-06-02,3220297204,234154735,128057,2519,106.245,0.0325,0.0224,9.6,468759,0.493,47589591154,329154384855459200,2.567,271030,20.626,28566,6.81,224.221,1.0570825338363647,61.2599983215332,6.189499855041504,1.0922993421554565,1.519987940788269,1194.0999755859375,124.84700012207031,18011.939453125,6928.2998046875,2109.60009765625,5076.52001953125
1782,2015-06-03,3238445942,247037476,127458,2503,85.82,0.032,0.0226,10.141,471771,0.506,47589591154,354623345374133504,2.275,252042,20.581,34732,6.681,226.123,1.071340560913086,59.63999938964844,6.188199996948242,1.1150012016296387,1.5339776277542114,1184.699951171875,124.03600311279297,18076.26953125,6950.5,2114.070068359375,5099.22998046875
1783,2015-06-04,3228292910,228411807,118205,2378,77.833,0.0321,0.0225,10.213,432548,0.476,47589591154,331429159898225600,2.409,236357,20.565,76661,6.938,225.462,1.0700452327728271,58.0,6.18779993057251,1.1257838010787964,1.5326610803604126,1174.9000244140625,124.30400085449219,17905.580078125,6859.2001953125,2095.840087890625,5059.1201171875
1784,2015-06-05,3214920514,245898550,110063,3009,103.966,0.0325,0.0225,10.435,421808,0.46,47589591154,343466562455547712,2.267,236970,20.557,28700,6.167,224.648,1.0699764490127563,59.130001068115234,6.191100120544434,1.120787262916565,1.5364996194839478,1167.800048828125,124.37999725341797,17849.4609375,6804.60009765625,2092.830078125,5068.4599609375
1785,2015-06-06,3231190362,177687221,92518,2611,100.988,0.0347,0.0225,8.09,287410,0.32,47589591154,367753133245432384,2.733,237632,20.545,27936,5.91,225.153,,,,,,,,,,,
1786,2015-06-07,3224314056,159412333,83478,2666,64.398,0.0349,0.0225,9.664,356071,0.347,47589591154,392929912306713024,2.139,235676,20.552,26086,6.296,224.866,,,,,,,,,,,
1787,2015-06-08,3238710702,195425954,108016,2371,77.56,0.0363,0.0226,9.172,372176,0.441,47589591154,347970770632880832,2.561,222782,20.59,46002,6.553,226.036,1.0635355710983276,58.13999938964844,6.193399906158447,1.1108149290084839,1.526787519454956,1173.199951171875,125.62899780273438,17766.55078125,6790.0,2079.280029296875,5021.6298828125
1788,2015-06-09,3279584381,242561892,121487,2420,115.141,0.0335,0.0229,9.536,419535,0.468,47589591154,371350731703680704,2.344,236130,20.609,43106,6.424,229.474,1.078283429145813,60.13999938964844,6.1956000328063965,1.128095269203186,1.5345896482467651,1177.300048828125,124.56300354003906,17764.0390625,6753.7998046875,2080.14990234375,5013.8701171875
1789,2015-06-10,3280514713,239396139,131110,2304,106.217,0.0351,0.0229,8.521,490404,0.474,47589591154,374432009275393536,2.599,306739,20.62,26645,6.296,229.253,1.07524573802948,61.43000030517578,6.195700168609619,1.1299052238464355,1.539408802986145,1186.0999755859375,124.33899688720703,18000.400390625,6830.2998046875,2105.199951171875,5076.68994140625
1790,2015-06-11,3287819475,236128392,120489,2428,100.642,0.0333,0.023,10.667,459109,0.515,47589591154,384858308984967744,2.026,243268,20.633,52355,6.296,229.8,1.0728117227554321,60.77000045776367,6.195799827575684,1.131196141242981,1.549690842628479,1179.9000244140625,122.86599731445312,18039.369140625,6846.7001953125,2108.860107421875,5082.509765625
1791,2015-06-12,3305983932,254127410,126803,2494,92.659,0.0334,0.0231,10.141,479125,0.515,47589591154,321568063488945408,2.559,261237,20.627,36988,5.396,230.569,1.070778489112854,59.959999084472656,6.196599960327148,1.1240627765655518,1.5508925914764404,1178.800048828125,123.58100128173828,17898.83984375,6784.89990234375,2094.110107421875,5051.10009765625
1792,2015-06-13,3304740929,187037081,105684,2315,79.412,0.0369,0.0231,9.057,375065,0.424,47589591154,355550872606176576,2.592,247477,20.642,21875,5.396,230.832,,,,,,,,,,,
1793,2015-06-14,3344177382,235623787,102888,3002,64.657,0.0363,0.0234,9.73,406924,0.431,49124063328,385188103992535424,2.253,265099,20.645,46935,6.424,233.557,,,,,,,,,,,
1794,2015-06-15,3378642955,308368837,129245,2815,91.012,0.0362,0.0236,10,512849,0.55,49692386355,364068668403790592,2.343,285309,20.633,28128,5.91,235.626,1.0755001306533813,59.52000045776367,6.198299884796143,1.1219944953918457,1.5561537742614746,1185.300048828125,123.29000091552734,17791.169921875,6710.5,2084.429931640625,5029.97021484375
1795,2015-06-16,3463141820,377514416,121423,3758,101.152,0.0401,0.0242,12.203,573693,0.678,49692386355,323190828552388864,2.222,250064,20.664,84152,7.324,241.816,1.075453758239746,59.970001220703125,6.198999881744385,1.1277008056640625,1.5596001148223877,1180.5,123.41999816894531,17904.48046875,6710.10009765625,2096.2900390625,5055.5498046875
1796,2015-06-17,3574492682,410075090,132964,3566,126.211,0.0442,0.0251,9.114,511154,0.591,49692386355,328471011986393216,3.035,289748,20.663,35914,7.324,250.867,1.073306918144226,59.91999816894531,6.198599815368652,1.124201774597168,1.563966155052185,1176.4000244140625,123.43900299072266,17935.740234375,6680.60009765625,2100.43994140625,5064.8798828125
1797,2015-06-18,3542517693,318035462,124773,2918,109.892,0.0544,0.0248,9.231,484335,0.697,49692386355,388083414034126976,2.513,240615,20.656,38557,12.848,248.304,1.085894227027893,60.45000076293945,6.1996002197265625,1.1369967460632324,1.5848110914230347,1201.5,123.52999877929688,18115.83984375,6707.89990234375,2121.239990234375,5132.9501953125
1798,2015-06-19,3513100368,370134020,125075,3658,83.052,0.054,0.0247,9.796,515826,0.738,49692386355,387760538177032896,2.363,248069,20.81,28107,7.709,247.452,1.0854227542877197,59.61000061035156,6.19789981842041,1.1370742321014404,1.587881326675415,1201.5,123.00199890136719,18015.94921875,6710.5,2109.989990234375,5117.0
1799,2015-06-20,3473990748,226181094,101878,2668,75.267,0.0367,0.0243,10.746,440109,0.457,49692386355,345415787430656256,2.368,240680,20.849,25438,7.324,243.001,,,,,,,,,,,
1800,2015-06-21,3491414117,187386042,96530,2479,62.666,0.0355,0.0243,11.613,459770,0.453,49692386355,317833867078571968,2.385,257418,20.849,23500,6.167,243.39,,,,,,,,,,,
